Z,A,E (keV),ΔE (keV),Sigma,ΔSigma (b),Intensity (%),T1/2 (s)
70,174,873.105,0.146,0.234616748706467,0.0266663935451517,2.60581320038564,
70,171,965.934,0.069,0.229309197998621,0.0249642031410793,2.54686393196182,
70,174,1122.012,0.075,0.526326260815668,0.0551137298845446,5.84573746633494,
70,168,1244.763,0.089,0.303323161005314,0.0325641468142603,3.368913350339,
70,176,3644.818,0.345,0.30877179786356,0.0344233160428601,3.42942961751773,
70,171,3942.784,0.37,0.3678403327073,0.0395411393071023,4.08548494464968,
70,170,5284.92,0.511,1.49440911786478,0.154158101511531,16.5979241788094,
71,175,71.457,0.069,3.95502790332246,0.155986546189793,28.8688168125727,
71,176,88.361,0.009,1.68776167041399,0.140505516259098,12.319428251197,13086
71,175,112.832,0.068,1.16294074978271,0.0501946820133318,8.48861861155262,
71,175,119.7,0.066,1.12233150502791,0.0491358591149467,8.19220076662708,
71,176,121.539,0.065,5.19584267900537,0.170356083430741,37.9258589708421,
71,176,138.565,0.063,6.7576178536941,0.251324512533461,49.3256777641905,
71,176,144.654,0.071,1.34352264063151,0.0776518770684346,9.80673460314968,
71,176,145.844,0.086,1.51333071466504,0.0913414486542941,11.0462095960952,
71,176,147.151,0.063,4.95758554080467,0.189922400726832,36.1867557722969,
71,176,150.335,0.061,13.7,0.437243616251423,100,
71,176,162.443,0.061,5.29306151683291,0.170284165911852,38.6354855243278,
71,176,171.802,0.061,1.72682902720288,0.061246203623722,12.6045914394371,
71,176,185.495,0.06,3.3956775124069,0.12216463377803,24.785967243846,
71,176,188.005,0.063,1.40289556177305,0.0620654747375312,10.2401135895843,
71,175,191.996,0.061,2.08740381648227,0.0823987734080891,15.2365242078998,
71,176,207.77,0.066,1.02252295444681,0.0522806720894615,7.46367120034166,
71,175,225.34,0.056,1.73406888769198,0.0562982694911494,12.6574371364378,
71,176,259.35,0.056,1.89322036686159,0.0759083692896084,13.8191267654131,
71,176,268.752,0.054,3.6423574834114,0.129029065146608,26.5865509738058,
71,175,310.127,0.054,1.49013746395209,0.0626524011400586,10.8769157952707,
71,176,318.982,0.051,3.83162910547499,0.133543270067519,27.9680956604014,
71,175,335.813,0.054,1.32203820048291,0.0583450976159083,9.64991387213806,
71,176,367.378,0.049,2.21669772369578,0.0781797049169486,16.1802753554437,
71,176,457.938,0.043,8.26163638778142,0.262650066416524,60.3039152392804,
71,176,761.641,0.038,2.63190604136415,0.096453901093192,19.210993002658,
72,177,63.162,0.064,5.25825561274624,0.141654294612965,17.8769728940601,
72,177,93.195,0.064,3.4987675914254,0.0827558030349366,11.8950804222812,
72,177,213.433,0.063,29.4135681913652,0.592789748777334,100,
72,178,214.381,0.065,20.5637897566849,0.422015545041063,69.9125982366253,
72,179,215.371,0.08,2.82307648223361,0.161512483050178,9.59787151244835,
72,178,303.979,0.061,4.2909838021941,0.0932690343413469,14.5884503854714,
72,177,325.55,0.06,6.89435897403202,0.14607872192076,23.4393832437371,
72,176,510.555,0.117,2.65965170046273,0.278186546884556,9.04226132361429,
72,179,1066.038,0.056,1.95537777274422,0.0513141714629772,6.64787678945478,
72,177,1077.708,0.056,2.39646288372724,0.0595147201899491,8.14747421372276,
72,177,1081.35,0.055,2.8248194091752,0.0664145300582999,9.60379710070153,
72,177,1102.724,0.057,2.96270083774781,0.0821530853240677,10.0725652136879,
72,177,1143.657,0.059,1.84197096493782,0.0583690609218917,6.26231728484599,
72,179,1167.019,0.055,3.95314431407947,0.0955558099445866,13.4398665553266,
72,177,1174.772,0.083,4.75816088660493,0.685857747621198,16.1767550799966,
72,177,1175.65,0.111,2.5767122940265,0.471280189473767,8.76028463212067,
72,177,1205.931,0.126,1.46609840677673,0.225881532398415,4.98442894530263,
72,177,1207.109,0.072,3.89494398683284,0.315695220488465,13.2419975757184,
72,177,1229.191,0.057,4.26161753127992,0.108870856005037,14.4886111863537,
72,177,1269.267,0.058,2.25943995120074,0.0697817738849473,7.68162480832241,
72,177,1329.724,0.063,2.0911604391077,0.0733148551465636,7.10950954845932,
72,177,1333.656,0.064,1.72755963499549,0.0650577431836789,5.87334261438787,
72,177,1340.414,0.06,2.39843620787427,0.0780216461989357,8.15418310444351,
72,177,1420.568,0.066,1.83056337111614,0.0738058641588895,6.22353384399492,
72,178,5723.9,0.151,2.51988582624905,0.112629214252169,8.56708648829898,
73,181,97.767,0.066,12.8919831970116,0.615718742077403,5.34944551919566,
73,181,99.885,0.068,11.8492251204642,0.59952863822,4.91675976131441,
73,181,114.383,0.058,36.1977575375778,0.845045158354482,15.0200267022697,
73,181,119.029,0.068,10.025711783832,0.690610733471003,4.16010462930165,
73,181,122.719,0.064,8.51607650802442,0.455192056522992,3.53369118007684,
73,181,133.886,0.058,58.0969904423981,6.22804073123718,24.1069725620555,
73,181,139.51,0.075,8.71241445820557,0.908141228135076,3.61516034985423,
73,181,146.799,0.059,13.0495788760868,0.365621162464538,5.41483883272935,
73,181,154.077,0.061,7.61121465066783,0.272307093603769,3.15822457153756,
73,181,156.119,0.058,21.657586196905,0.505601440595873,8.98667611236751,
73,181,173.222,0.057,111.82070079046,2.30524280244828,46.3992806735511,
73,181,190.34,0.059,16.9526985278484,0.591403823657517,7.0344132312471,
73,181,270.476,0.055,240.996625739073,4.67930805289012,100,
73,181,297.193,0.056,57.9341415740204,1.57597903613588,24.0393994714041,
73,181,346.416,0.071,10.2102300580825,0.458892767032475,4.23666930056402,
73,181,360.601,0.06,16.412933327016,0.587206954070073,6.81044113239421,
73,181,377.325,0.057,11.8229591739517,0.401980611914358,4.90586087572546,
73,181,402.701,0.054,109.14814073281,2.18296281465621,45.2903190648756,
73,181,479.969,0.075,8.38540342412459,0.376877010418979,3.47946922427182,
73,181,510.179,0.069,19.2411191177524,0.95529782737491,7.98397863818425,
73,181,511.845,0.094,15.3202699520948,0.760632503258618,6.35704749189395,
73,181,4315.409,0.166,7.77800341102238,0.626937954578447,3.22743249502738,
73,181,4781.912,0.155,9.72234010161227,0.613124407093283,4.0342225007493,
73,181,5964.905,0.145,12.8144986547996,0.734014661920346,5.31729380670826,
73,181,6062.949,0.156,8.16017293277966,0.405142519308853,3.38601128034658,
74,183,111.11,0.089,0.162394430262931,0.00426566727296803,8.67988678631061,
74,186,127.46,0.09,0.129290391073531,0.00464380988455305,6.91049536156559,
74,186,145.735,0.088,0.97,0.0214305152007126,51.8459295007187,
74,180,162.214,0.088,0.187132060989285,0.00459911454411346,10.0020985993553,
74,186,201.419,0.087,0.318985446089427,0.00766354247702845,17.0495844842348,
74,186,204.798,0.088,0.148121153358757,0.00417424932996217,7.91698853051881,
74,186,273.022,0.086,0.272145319093938,0.0068120662197186,14.5460072450463,
74,187,479.55,0.022,1.8709279770682,0.0460221771976821,100,85392
74,186,557.114,0.086,0.124809158762248,0.00450864843917953,6.67097613013558,
74,186,577.248,0.083,0.190969001924323,0.00515358556039009,10.2071808356609,
74,183,685.559,0.082,0.346750014812088,0.00848165597537571,18.5335843529079,
74,183,782.134,0.087,0.142964067446466,0.006142623116329,7.64134532161387,
74,183,791.865,0.089,0.113056000531562,0.00546671698336724,6.04277673525006,
74,180,840.033,0.082,0.14285911032866,0.00457882427177597,7.63573542539702,
74,183,891.416,0.085,0.136462417438853,0.00470064459775799,7.29383595261075,
74,182,1026.167,0.083,0.16378416871939,0.00564382320212758,8.75416748944258,
74,183,1274.505,0.085,0.130266617976757,0.00481437370601023,6.96267411538146,
74,186,4249.364,0.184,0.115339604852187,0.00572808902054338,6.16483404310024,
74,186,4626.4,0.154,0.124301000308144,0.00686634592110562,6.64381535963386,
74,182,4684.369,0.14,0.1500174217747,0.00706166023258326,8.01834296207286,
74,182,5164.238,0.145,0.225989356597727,0.00852708249840572,12.0789981959573,
74,186,5261.689,0.145,0.461963427896664,0.0156030912964881,24.6916735202482,
74,186,5320.596,0.145,0.3393564558344,0.0117311983182209,18.1384029740248,
74,182,6144.21,0.18,0.186282984986664,0.011725085096308,9.95671598639381,
74,183,6190.6,0.169,0.513455408942267,0.0178639694805271,27.4438896224571,
75,187,71.124,0.059,3.46488166156503,0.317305974240855,78.0378752604736,
75,187,74.762,0.048,1.29334122699794,0.0746192334319356,29.129306914368,
75,185,87.203,0.044,0.837443003661751,0.0405834017666229,18.8613289113007,
75,187,92.329,0.046,1.1431113241711,0.0552732502947073,25.7457505443942,
75,187,105.819,0.04,1.91158246044074,0.0771231897368283,43.0536590189356,
75,187,111.496,0.04,1.79558963274795,0.0722824792471368,40.4412079447736,
75,185,122.525,0.049,0.73877882915845,0.0397165283377228,16.639162818884,
75,187,141.518,0.051,1.46144430334876,0.0783994862159767,32.9154122375846,
75,185,144.033,0.058,1.84727893610301,0.0908883825944727,41.6053814437615,
75,185,151.379,0.056,1.15003793798549,0.0680109809707815,25.9017553600335,
75,187,167.301,0.039,1.46473903767341,0.059935575567979,32.9896179656174,
75,187,188.823,0.052,1.11156553900598,0.0508078195883359,25.0352598875222,
75,185,199.439,0.045,0.913349499891739,0.0442309222143243,20.5709346822464,
75,187,207.916,0.043,4.44,0.20887753579964,100,
75,185,210.589,0.066,1.50089771515598,0.102569407422488,33.8040025936032,
75,185,214.615,0.046,2.53019811693425,0.141446041910105,56.9864440750958,
75,187,227.039,0.048,1.7836487963175,0.11578626982925,40.172270187331,
75,187,236.589,0.054,1.4506616727941,0.104182896963552,32.6725601980653,
75,187,251.446,0.055,1.80499672502892,0.227093304044398,40.6530793925433,
75,185,254.938,0.038,1.14979933354446,0.0458174528063478,25.8963813861364,
75,187,257.153,0.062,1.51936238397029,0.222012802080388,34.2198735128444,
75,187,274.295,0.076,0.802071266502639,0.059002366572331,18.0646681644739,
75,187,290.663,0.055,3.50472825678533,0.414001538346782,78.9353210987687,
75,185,316.433,0.041,2.21040373485394,0.0994196162250218,49.7838679021158,
75,185,390.805,0.04,1.15295635801022,0.0469349371857528,25.9674855407706,
76,184,61.626,0.032,0.834107771293642,0.0256090284925629,40.1013351583482,
76,184,63.173,0.031,1.42323435837199,0.0402914569393803,68.4247287678843,
76,192,71.481,0.031,0.532501537496865,0.0156188224147715,25.60103545658,
76,192,73.428,0.044,0.173637742105175,0.00821296031391464,8.3479683704411,
76,187,155.185,0.028,1.19057591915764,0.027572707727652,57.2392268825787,
76,190,175.798,0.036,0.189176547823228,0.00819741431048842,9.0950263376552,
76,189,186.854,0.027,2.08,0.0471698492931337,100,
76,190,235.245,0.031,0.183537279527393,0.00596932961192357,8.82390766958622,
76,190,272.872,0.026,0.242477174154856,0.00620837742613922,11.6575564497527,
76,190,275.337,0.028,0.172949863633646,0.00486524450453034,8.31489729007914,
76,187,323.023,0.036,0.241527433729063,0.00879253096554903,11.6118958523588,
76,189,353.91,0.041,0.138856252225965,0.00493377324950034,6.67578135701755,
76,189,361.187,0.03,0.466468992500209,0.015447168343754,22.4263938702024,
76,189,371.345,0.026,0.573994890498384,0.0142392517043432,27.5959081970377,
76,189,407.453,0.034,0.133929520284526,0.00530903732922416,6.43891924444836,
76,187,478.108,0.027,0.523105103702429,0.0141642897455053,25.1492838318476,
76,190,527.603,0.028,0.300241022122322,0.00964163689646274,14.4346645251116,
76,190,537.75,0.042,0.120649384487553,0.00583844385395361,5.80045117728619,
76,188,558.023,0.03,0.835720137814394,0.0301894409945747,40.1788527795382,
76,189,569.382,0.03,0.694217190818369,0.0245003391471202,33.3758264816524,
76,187,633.121,0.03,0.584665710535447,0.0157636977389979,28.1089283911273,
76,187,634.992,0.041,0.405229129510487,0.0120681601787387,19.4821696880042,
76,187,829.338,0.041,0.167245802542174,0.00603532851209273,8.04066358375836,
76,190,5146.625,0.145,0.40862505242287,0.0196452241085093,19.645435212638,
76,190,5683.871,0.211,0.166730145022923,0.0131801502849051,8.01587235687129,
77,193,47.994,0.056,5.71638518922944,0.399776436668666,4.72176894203008,
77,193,63.187,0.048,69.6745858850244,2.63023004186063,57.5516318075588,
77,193,64.806,0.048,121.064483658782,4.42548354842748,100,
77,193,66.623,0.086,3.2212209805841,0.229989810804472,2.66074812631511,
77,193,77.787,0.05,4.75251884790921,0.443930669386098,3.92560948040228,
77,193,84.208,0.048,7.74719299124017,0.387651348313759,6.39922854094476,
77,193,112.12,0.061,1.69246198728153,0.0971769971150454,1.39798389761584,
77,193,136.196,0.048,11.4821579268721,0.428305890124538,9.48433229949946,
77,193,144.786,0.057,3.94593171901735,0.188765244128386,3.25936360505108,
77,193,148.853,0.06,2.33458771670198,0.139335102689157,1.92838365649993,
77,193,151.508,0.06,2.89243712412482,0.202579472184667,2.38917066071756,
77,193,165.408,0.176,1.73297157878228,0.731756520869082,1.43144506663625,
77,193,169.252,0.051,3.04945171375947,0.126989096272945,2.51886566695671,
77,193,210.737,0.105,2.13455738202643,0.363164551690377,1.76315738316998,
77,193,226.226,0.135,3.95102360663049,0.38180106042916,3.26356953519612,
77,193,278.328,0.074,1.95435058894559,0.157928983654234,1.61430547579412,
77,193,284.293,0.073,1.94823173195292,0.145042195194039,1.609251262694,
77,194,328.448,0.014,8.55986947153135,0.636982916230223,7.07050425759646,69408
77,193,371.339,0.056,2.11362728565301,0.12404672765813,1.74586899623694,
77,193,417.99,0.048,3.45109569332523,0.149607946505266,2.85062603748601,
77,191,5564.683,0.168,1.70602174854939,0.0750615729821182,1.40918434291413,
77,191,5667.81,0.163,2.67896896180253,0.10364309859833,2.21284466000215,
77,191,5689.233,0.163,1.73232813896291,0.0708588879080181,1.43091358143107,
77,191,5958.088,0.228,1.78754464071397,0.0753689845303208,1.47652274778797,
77,191,6082.015,0.178,2.62132595718102,0.107434588862393,2.16523118751258,
78,195,326.196,0.043,0.510627774036998,0.0103754235459374,8.27597688876821,
78,195,332.839,0.041,2.58098849748062,0.025427114447328,41.8312560369631,
78,195,355.536,0.041,6.17,0.0583029529599047,100,
78,195,446.444,0.042,0.0966529864552961,0.00219692890039881,1.56649897010204,
78,195,521.022,0.044,0.336009084318495,0.0104680403687256,5.44585225799831,
78,195,672.763,0.04,0.178543914323401,0.00352787362180589,2.89374253360456,
78,195,779.478,0.04,0.227372648700363,0.00329564784748721,3.68513206969794,
78,195,1005.78,0.045,0.139127003494649,0.00313663672925289,2.25489470817908,
78,195,1046.952,0.047,0.181067656764621,0.00442246750489959,2.93464597673616,
78,195,1091.212,0.046,0.181342284590931,0.0044302198502225,2.93909699499077,
78,195,1248.649,0.054,0.0987115664030962,0.00307236644468008,1.59986331285407,
78,195,1491.466,0.059,0.134733178237699,0.00406642740740593,2.18368198116206,
78,195,1532.23,0.061,0.121553161258608,0.00378592950624239,1.97006744341342,
78,195,1802.263,0.066,0.143795920797237,0.00379426308399244,2.33056597726478,
78,195,1825.925,0.079,0.091705524304608,0.00374911658200576,1.48631319780564,
78,195,1968.947,0.075,0.104240741494653,0.00375411821880723,1.68947717171236,
78,195,1978.518,0.07,0.163946427938955,0.00464014397025794,2.65715442364595,
78,195,2311.053,0.09,0.134340785644967,0.00432178459803375,2.1773222957045,
78,196,5097.554,0.213,0.0928056130729399,0.0062126211326352,1.50414283748687,
78,195,5173.496,0.199,0.134579912428992,0.00624300010964347,2.18119793239857,
78,195,5254.411,0.192,0.396678783103154,0.0108898156062677,6.42915369697169,
78,195,5306.786,0.203,0.105118888174282,0.00498149122588242,1.70370969488301,
78,195,5392.697,0.212,0.103110799904735,0.00549056691109995,1.67116369375583,
78,195,5611.372,0.227,0.0965996386477715,0.00571466646542767,1.56563433788933,
78,195,6033.58,0.24,0.107213767690108,0.00613931683908218,1.73766236126592,
79,197,55.112,0.033,2.90332901484665,0.119964247887923,3.06104857815743,
79,197,66.89,0.033,14.0895750934493,0.243816993285816,14.8549728901198,
79,197,97.243,0.033,4.51078349827698,0.0587275805769734,4.75582593056752,
79,197,158.436,0.033,1.25505198251806,0.0137865267267869,1.32323104510547,
79,197,168.364,0.032,3.53447098123664,0.0352115706063165,3.72647650897553,
79,197,170.171,0.033,1.51019286496374,0.0173557913296374,1.59223212333202,
79,197,192.547,0.038,4.59879576923607,0.301816097077676,4.84861935339423,
79,197,215.012,0.032,7.77,0.0769817267538007,8.19209511931237,
79,197,236.09,0.034,3.90967711921224,0.13377554160211,4.12206523119509,
79,197,247.632,0.032,5.5550911692773,0.0634080781386433,5.85686425420486,
79,197,261.359,0.034,6.26410639013801,0.287430205139618,6.60439580251004,
79,197,291.769,0.039,1.47541964792089,0.0269551263176283,1.55556989661136,
79,197,328.492,0.033,2.08714117578393,0.0378908347847283,2.20052239890031,
79,197,350.789,0.036,1.30099203091002,0.0685323753546829,1.37166672672874,
79,197,381.216,0.032,4.21563045076796,0.0545192105717901,4.44463907857926,
79,197,411.80205,0.00017,94.8475315146512,0.809900518816711,100,232862.688
79,197,439.767,0.077,1.48575359563763,0.230585130035811,1.5664652225642,
79,197,511.5,0.078,1.25825909971623,0.0898319739230218,1.32661238476393,
79,197,529.3,0.04,2.80143695303966,0.17493088052485,2.95362136294177,
79,197,5710.528,0.055,1.39434950553356,0.0282852874824897,1.47009572443978,
79,197,5982.948,0.059,1.25153433166937,0.0255313287047653,1.31952230246081,
79,197,6252.114,0.059,4.81510323857205,0.0834570166806994,5.07667744397571,
79,197,6319.27,0.058,2.89188986779468,0.0480818601295028,3.04898801435647,
79,197,6457.014,0.061,1.8938672610643,0.0344319085957738,1.99674913075808,
79,197,6512.247,0.064,1.33501986505764,0.0286138485590465,1.40754307860023,
80,199,367.956,0.033,251,4.68101004813529,100,
80,199,661.385,0.032,29.5180852822061,0.583341682362353,11.7601933395243,
80,199,1147.168,0.039,10.3081935665252,0.285887263486472,4.10685002650408,
80,199,1202.251,0.073,15.8874847388316,0.440714338996683,6.32967519475363,
80,199,1205.674,0.067,17.7719234374355,0.563263752223155,7.08044758463567,
80,199,1225.512,0.036,16.3371145203831,0.429022974909626,6.50881056588969,
80,199,1262.964,0.035,28.4824291394918,0.635497823101008,11.3475813304748,
80,199,1273.52,0.038,13.9719350378047,0.377210499046373,5.56650798318911,
80,199,1407.942,0.038,12.5776919035064,0.321540564149979,5.01103263087903,
80,199,1570.321,0.035,39.1136830675231,0.851794273605726,15.5831406643518,
80,199,1693.308,0.04,74.4345216148787,2.12468161983722,29.655187894374,
80,199,1718.383,0.045,11.1538522744067,0.309885215345121,4.44376584637718,
80,199,2002.034,0.05,32.1732798290773,1.15696987162452,12.8180397725407,
80,199,2639.674,0.053,15.3271125020584,0.439057097423184,6.10641932352924,
80,199,3185.775,0.064,14.9816094125053,0.466232912463756,5.96876869024115,
80,199,3288.745,0.062,17.6140969284254,0.480821781291474,7.01756849738064,
80,198,4675.636,0.085,17.175230203425,0.490800453352385,6.84272119658365,
80,199,4739.437,0.082,39.8127291109339,0.953096437401091,15.8616450641171,
80,199,4759.057,0.087,16.3838541291675,0.480904637313313,6.52743192397113,
80,199,4842.443,0.088,26.4898693658237,0.75878867515762,10.5537328150692,
80,199,5050.065,0.091,26.5291084967414,0.762093781559344,10.5693659349567,
80,199,5388.475,0.097,23.1101817582219,0.633906779329134,9.20724372837527,
80,199,5658.173,0.099,36.4177752662675,0.930302130383428,14.509073811262,
80,199,5966.996,0.104,82.7427471623576,2.02322484639138,32.9652379132899,
80,199,6457.781,0.121,30.4732996307408,0.956663137884288,12.1407568249963,
81,203,139.94,0.085,0.162,0.00294522293475853,59.4499578688271,
81,203,154.006,0.086,0.0374857376610909,0.000733249315593066,13.7563303989738,
81,203,292.256,0.082,0.0398262121279709,0.000818835867864422,14.615226130141,
81,203,318.883,0.082,0.131410216564737,0.00246103748070512,48.2242706068338,
81,203,347.96,0.083,0.145708712865811,0.00394010007011356,53.4714619814413,
81,205,367.918,0.081,0.272498090507387,0.00456632499666821,100,
81,203,395.62,0.081,0.0349120097516028,0.000830316904827751,12.8118364743757,
81,203,424.813,0.081,0.0484982600916773,0.00104426543600756,17.7976513528496,
81,203,471.904,0.08,0.0470501828556639,0.00107664593020304,17.2662431388261,
81,203,488.114,0.083,0.0389189403610084,0.00166648513931834,14.282280029391,
81,205,651.132,0.079,0.0379768022845026,0.000863228066473077,13.9365388630028,
81,203,737.119,0.083,0.0476119858659824,0.00190214739141687,17.4724108258262,
81,203,873.157,0.075,0.0680146353717128,0.00159719206513476,24.9596741192097,
81,203,4687.583,0.119,0.039617507910783,0.00171634572861573,14.538636889901,
81,203,4752.244,0.11,0.0597502776542374,0.00215631496648101,21.9268610444144,
81,203,4841.4,0.148,0.0362948768189621,0.00167487480714157,13.3193141835899,
81,203,4913.567,0.108,0.0663064199295034,0.00199707296016509,24.3328016743317,
81,203,5180.384,0.117,0.0569903743549004,0.00196436507702065,20.9140453970834,
81,203,5279.858,0.115,0.0838671686312022,0.00253713125509297,30.777158282116,
81,203,5404.409,0.122,0.0597243046103141,0.00201095472686176,21.9173295853591,
81,203,5533.349,0.131,0.0531697968080321,0.00202550439230503,19.5119887662445,
81,203,5603.28,0.125,0.113839230922947,0.00374208995514768,41.7761572974621,
81,203,5641.566,0.12,0.128098543364535,0.00338252231805185,47.0089691733315,
81,203,6166.614,0.141,0.0669548704845245,0.00238333662452817,24.5707668482578,
81,203,6514.571,0.154,0.0522110064814817,0.00214028258324871,19.1601366395873,
82,204,6729.267,0.131,0.00319628359263255,0.0000997426507406403,2.33305371725003,
82,207,7367.833,0.118,0.137,0.00334363078048396,100,
83,209,162.335,0.044,0.00123623771216045,0.000162244143830909,14.1284309961194,
83,209,319.83,0.041,0.00875,0.00114171983245499,100,
83,209,673.992,0.042,0.00201185264491143,0.000265621025630325,22.9926016561306,
83,209,769.272,0.051,0.000603094444939225,0.0000831703672220009,6.89250794216257,
83,209,774.947,0.045,0.00108337744973501,0.00014505158948003,12.3814565684001,
83,209,808.788,0.041,0.000911700741922212,0.000120369235727368,10.4194370505396,
83,209,900.213,0.057,0.000775485860821887,0.000108019944579602,8.86269555225014,
83,209,971.844,0.048,0.000553808290568211,0.0000744229763648877,6.32923760649384,
83,209,1203.551,0.083,0.000591024737261354,0.000085648639354305,6.75456842584405,
83,209,1337.072,0.051,0.00119115599076355,0.000160081786583649,13.613211323012,
83,209,1596.472,0.07,0.000563438743347362,0.0000784908123211219,6.43929992396985,
83,209,2505.307,0.08,0.00156708209600434,0.000211877256383108,17.909509668621,
83,209,2598.284,0.093,0.00126603177578553,0.000175066109870155,14.4689345804061,
83,209,2624.222,0.084,0.00117543461848541,0.000161002079397583,13.4335384969761,
83,209,2828.27,0.083,0.00137406327677848,0.00018436827843658,15.7035803060398,
83,209,2898.232,0.102,0.000608354853618573,0.00008791606413945,6.95262689849798,
83,209,3080.665,0.103,0.00111477043066486,0.000153429369125652,12.7402334933126,
83,209,3356.532,0.108,0.00128019120578106,0.000177070976666853,14.6307566374978,
83,209,3396.183,0.107,0.00129859793266209,0.000178754417741434,14.8411192304239,
83,209,3632.828,0.117,0.0010419938763665,0.000145613128255119,11.9085014441885,
83,209,4054.32,0.104,0.0105218855752893,0.00137723443899722,120.250120860449,
83,209,4101.621,0.108,0.00677810214774318,0.000893551055293158,77.4640245456363,
83,209,4165.438,0.142,0.00132203645176791,0.000180802232915915,15.1089880202047,
83,209,4170.96,0.108,0.0130579189462558,0.00170797065619661,149.23335938578,
83,209,4256.42,0.132,0.00182770652138555,0.000251710178493746,20.8880745301205,
90,232,74.864,0.138,0.0773387606494558,0.0234824859433604,17.3995886748112,
90,232,77.09,0.153,0.0884684353874526,0.0268601123940974,19.9035305650016,
90,232,238.656,0.102,0.254567285087587,0.0141202958871672,57.2722657227968,
90,232,256.246,0.107,0.0933,0.0170809850006115,20.9905306178618,
90,232,319.082,0.099,0.081797354992052,0.00333840517290023,18.4026782896118,
90,232,335.921,0.099,0.0886036639548092,0.00382915562014065,19.9339541382439,
90,232,340.81,0.03,0.444486143292666,0.0992579489139518,100,
90,232,415.76,0.04,0.109563785095105,0.0604051765832254,24.6495389672845,2329948.8
90,232,472.3,0.096,0.164959444120996,0.00761247947641891,37.112392953132,
90,232,522.727,0.096,0.101682262181631,0.00505810438589638,22.876362675423,
90,232,539.656,0.097,0.0609655421003764,0.00336675757229301,13.7159601081725,
90,232,566.628,0.102,0.191997655973007,0.0477933893417832,43.1954198955959,
90,232,578.019,0.094,0.105109533973918,0.00522622448586915,23.6474264856239,
90,232,583.272,0.092,0.278715409288153,0.0113011716372554,62.7050839478333,2329948.8
90,232,586.023,0.102,0.0445553593525715,0.00279955452911641,10.0240153770631,
90,232,605.408,0.098,0.0541736611386315,0.00349052543446178,12.1879302552209,
90,232,627.244,0.096,0.0492731201848646,0.00219032599263316,11.0854119815433,
90,232,665.108,0.095,0.0840570676267695,0.00402026772806754,18.9110659342699,
90,232,681.808,0.09,0.0785322884426571,0.00357416201227755,17.6681072352235,
90,232,705.17,0.11,0.0496305408315699,0.00352558132575125,11.1658240825949,
90,232,714.233,0.1,0.0523023951647881,0.002886669283487,11.7669349099034,
90,232,834.828,0.142,0.059345883005562,0.00467563628683955,13.351570999703,
90,232,860.614,0.128,0.0468500946038538,0.00457751743315501,10.5402823711888,
90,232,968.785,0.087,0.132409554674225,0.00563019532332531,29.789354892677,
90,232,3472.996,0.082,0.0572066888622353,0.0028930133066605,12.8702974716961,
